"","Week_index","Region","value"
"1562",835,"Canton of Ticino",0
"1563",835,"Cote Azur",0
"1564",835,"Emilia-Romagna",0
"1565",835,"Sicily",0
"1566",836,"Autonomous Province of Trento",0
"1567",836,"Canton of Ticino",0
"1568",836,"Cote Azur",0
"1569",836,"Emilia-Romagna",0
"1570",836,"Sicily",NA
"1571",836,"Tirane",0
"1572",837,"Autonomous Province of Trento",0
"1573",837,"Canton of Ticino",0
"1574",837,"Cote Azur",0
"1575",837,"Emilia-Romagna",0
"1576",837,"Sicily",0
"1577",837,"Tirane",0
"1578",838,"Autonomous Province of Trento",0
"1579",838,"Canton of Ticino",0
"1580",838,"Cote Azur",0
"1581",838,"Emilia-Romagna",0
"1582",838,"Sicily",0
"1583",838,"Tirane",0
"1584",839,"Autonomous Province of Trento",0
"1585",839,"Canton of Ticino",0
"1586",839,"Cote Azur",0
"1587",839,"Emilia-Romagna",0
"1588",839,"Sicily",0
"1589",839,"Tirane",0
"1590",840,"Autonomous Province of Trento",0
"1591",840,"Canton of Ticino",0
"1592",840,"Cote Azur",0
"1593",840,"Emilia-Romagna",0
"1594",840,"Sicily",0
"1595",840,"Tirane",0
"1596",841,"Autonomous Province of Trento",0
"1597",841,"Canton of Ticino",0
"1598",841,"Cote Azur",0
"1599",841,"Emilia-Romagna",0
"1600",841,"Sicily",0
"1601",841,"Tirane",0
"1602",842,"Autonomous Province of Trento",0
"1603",842,"Canton of Ticino",0
"1604",842,"Cote Azur",0
"1605",842,"Emilia-Romagna",0
"1606",842,"Sicily",0
"1607",842,"Tirane",0
"1608",843,"Autonomous Province of Trento",0
"1609",843,"Canton of Ticino",0
"1610",843,"Cote Azur",0
"1611",843,"Emilia-Romagna",0
"1612",843,"Sicily",0
"1613",843,"Tirane",0
"1614",844,"Autonomous Province of Trento",0
"1615",844,"Canton of Ticino",0
"1616",844,"Cote Azur",NA
"1617",844,"Emilia-Romagna",0
"1618",844,"Sicily",0
"1619",844,"Tirane",NA
"1620",845,"Autonomous Province of Trento",NA
"1621",845,"Canton of Ticino",NA
"1622",845,"Cote Azur",NA
"1623",845,"Emilia-Romagna",NA
"1624",845,"Sicily",0
"1625",845,"Tirane",NA
"1626",846,"Autonomous Province of Trento",NA
"1627",846,"Canton of Ticino",NA
"1628",846,"Cote Azur",NA
"1629",846,"Emilia-Romagna",NA
"1630",846,"Sicily",0
"1631",846,"Tirane",NA
"1632",847,"Autonomous Province of Trento",NA
"1633",847,"Canton of Ticino",NA
"1634",847,"Cote Azur",NA
"1635",847,"Emilia-Romagna",NA
"1636",847,"Sicily",0
"1637",847,"Tirane",NA
"1638",848,"Autonomous Province of Trento",NA
"1639",848,"Canton of Ticino",NA
"1640",848,"Cote Azur",NA
"1641",848,"Emilia-Romagna",NA
"1642",848,"Sicily",0
"1643",848,"Tirane",NA
"1644",849,"Autonomous Province of Trento",NA
"1645",849,"Canton of Ticino",NA
"1646",849,"Cote Azur",NA
"1647",849,"Emilia-Romagna",NA
"1648",849,"Sicily",0
"1649",849,"Tirane",NA
"1650",850,"Autonomous Province of Trento",NA
"1651",850,"Canton of Ticino",NA
"1652",850,"Cote Azur",NA
"1653",850,"Emilia-Romagna",NA
"1654",850,"Sicily",9
"1655",850,"Tirane",NA
"1656",851,"Autonomous Province of Trento",NA
"1657",851,"Canton of Ticino",NA
"1658",851,"Cote Azur",NA
"1659",851,"Emilia-Romagna",NA
"1660",851,"Sicily",3
"1661",851,"Tirane",NA
"1662",852,"Autonomous Province of Trento",NA
"1663",852,"Canton of Ticino",NA
"1664",852,"Cote Azur",NA
"1665",852,"Emilia-Romagna",NA
"1666",852,"Sicily",0
"1667",852,"Tirane",NA
"1668",853,"Autonomous Province of Trento",0
"1669",853,"Canton of Ticino",NA
"1670",853,"Cote Azur",0
"1671",853,"Emilia-Romagna",NA
"1672",853,"Sicily",36
"1673",853,"Tirane",NA
"1674",854,"Autonomous Province of Trento",0
"1675",854,"Canton of Ticino",NA
"1676",854,"Cote Azur",0
"1677",854,"Emilia-Romagna",NA
"1678",854,"Sicily",0
"1679",854,"Tirane",0
"1680",855,"Autonomous Province of Trento",0
"1681",855,"Canton of Ticino",0
"1682",855,"Cote Azur",NA
"1683",855,"Emilia-Romagna",27.046875
"1684",855,"Sicily",0
"1685",855,"Tirane",0
"1686",856,"Autonomous Province of Trento",0
"1687",856,"Canton of Ticino",0
"1688",856,"Cote Azur",0
"1689",856,"Emilia-Romagna",29.96875
"1690",856,"Sicily",0
"1691",856,"Tirane",0
"1692",857,"Autonomous Province of Trento",0
"1693",857,"Canton of Ticino",0.75
"1694",857,"Cote Azur",0
"1695",857,"Emilia-Romagna",26.4
"1696",857,"Sicily",0
"1697",857,"Tirane",0
"1698",858,"Autonomous Province of Trento",0
"1699",858,"Canton of Ticino",1
"1700",858,"Cote Azur",4
"1701",858,"Emilia-Romagna",27.4
"1702",858,"Sicily",31
"1703",858,"Tirane",4.5
"1704",859,"Autonomous Province of Trento",0
"1705",859,"Canton of Ticino",0
"1706",859,"Cote Azur",2
"1707",859,"Emilia-Romagna",75.1818181818182
"1708",859,"Sicily",12
"1709",859,"Tirane",30.5
"1710",860,"Autonomous Province of Trento",0
"1711",860,"Canton of Ticino",0
"1712",860,"Cote Azur",3
"1713",860,"Emilia-Romagna",78.9242424242424
"1714",860,"Sicily",12
"1715",860,"Tirane",21
"1716",861,"Autonomous Province of Trento",12
"1717",861,"Canton of Ticino",1.33333333333333
"1718",861,"Cote Azur",53.5
"1719",861,"Emilia-Romagna",149.441176470588
"1720",861,"Sicily",11
"1721",861,"Tirane",67.5
"1722",862,"Autonomous Province of Trento",34.0833333333333
"1723",862,"Canton of Ticino",0.666666666666667
"1724",862,"Cote Azur",25.5
"1725",862,"Emilia-Romagna",150.955882352941
"1726",862,"Sicily",32
"1727",862,"Tirane",188.5
"1728",863,"Autonomous Province of Trento",10.5
"1729",863,"Canton of Ticino",2
"1730",863,"Cote Azur",24
"1731",863,"Emilia-Romagna",137.385714285714
"1732",863,"Sicily",42
"1733",863,"Tirane",241.5
"1734",864,"Autonomous Province of Trento",5.75
"1735",864,"Canton of Ticino",2.75
"1736",864,"Cote Azur",19.5
"1737",864,"Emilia-Romagna",141.114285714286
"1738",864,"Sicily",9
"1739",864,"Tirane",102
"1740",865,"Autonomous Province of Trento",34.1666666666667
"1741",865,"Canton of Ticino",27.5
"1742",865,"Cote Azur",38
"1743",865,"Emilia-Romagna",203.205882352941
"1744",865,"Sicily",51
"1745",865,"Tirane",122
"1746",866,"Autonomous Province of Trento",107.666666666667
"1747",866,"Canton of Ticino",21.25
"1748",866,"Cote Azur",34.5
"1749",866,"Emilia-Romagna",202.382352941176
"1750",866,"Sicily",62
"1751",866,"Tirane",211
"1752",867,"Autonomous Province of Trento",57.0833333333333
"1753",867,"Canton of Ticino",20.625
"1754",867,"Cote Azur",97
"1755",867,"Emilia-Romagna",135.642857142857
"1756",867,"Sicily",99
"1757",867,"Tirane",184.5
"1758",868,"Autonomous Province of Trento",70
"1759",868,"Canton of Ticino",18.625
"1760",868,"Cote Azur",104.5
"1761",868,"Emilia-Romagna",137.071428571429
"1762",868,"Sicily",NA
"1763",868,"Tirane",736.25
"1764",869,"Autonomous Province of Trento",106.583333333333
"1765",869,"Canton of Ticino",21.5
"1766",869,"Cote Azur",31
"1767",869,"Emilia-Romagna",226.147058823529
"1768",869,"Sicily",55
"1769",869,"Tirane",328
"1770",870,"Autonomous Province of Trento",37.8333333333333
"1771",870,"Canton of Ticino",24.5
"1772",870,"Cote Azur",31
"1773",870,"Emilia-Romagna",222.514705882353
"1774",870,"Sicily",45
"1775",870,"Tirane",185
"1776",871,"Autonomous Province of Trento",145.166666666667
"1777",871,"Canton of Ticino",44.25
"1778",871,"Cote Azur",30.5
"1779",871,"Emilia-Romagna",205.971428571429
"1780",871,"Sicily",148
"1781",871,"Tirane",408.5
"1782",872,"Autonomous Province of Trento",53.4166666666667
"1783",872,"Canton of Ticino",50
"1784",872,"Cote Azur",34.5
"1785",872,"Emilia-Romagna",208.614285714286
"1786",872,"Sicily",101
"1787",872,"Tirane",263.5
"1788",873,"Autonomous Province of Trento",15.1666666666667
"1789",873,"Canton of Ticino",NA
"1790",873,"Cote Azur",57
"1791",873,"Emilia-Romagna",100.571428571429
"1792",873,"Sicily",46
"1793",873,"Tirane",141.25
"1794",874,"Autonomous Province of Trento",8.16666666666667
"1795",874,"Canton of Ticino",NA
"1796",874,"Cote Azur",59.5
"1797",874,"Emilia-Romagna",103.357142857143
"1798",874,"Sicily",23
"1799",874,"Tirane",132.5
"1800",875,"Autonomous Province of Trento",15.1666666666667
"1801",875,"Canton of Ticino",NA
"1802",875,"Cote Azur",64
"1803",875,"Emilia-Romagna",NA
"1804",875,"Sicily",85
"1805",875,"Tirane",260
"1806",876,"Autonomous Province of Trento",0
"1807",876,"Canton of Ticino",NA
"1808",876,"Cote Azur",7.5
"1809",876,"Emilia-Romagna",NA
"1810",876,"Sicily",6
"1811",876,"Tirane",40.5
"1812",877,"Autonomous Province of Trento",0
"1813",877,"Canton of Ticino",NA
"1814",877,"Cote Azur",5
"1815",877,"Emilia-Romagna",NA
"1816",877,"Sicily",6
"1817",877,"Tirane",82.5
"1818",878,"Autonomous Province of Trento",0
"1819",878,"Canton of Ticino",NA
"1820",878,"Cote Azur",6
"1821",878,"Emilia-Romagna",NA
"1822",878,"Sicily",18
"1823",878,"Tirane",240
"1824",879,"Autonomous Province of Trento",0
"1825",879,"Canton of Ticino",0
"1826",879,"Cote Azur",0
"1827",879,"Emilia-Romagna",0
"1828",879,"Sicily",0
"1829",879,"Tirane",46.3
"1830",880,"Autonomous Province of Trento",0
"1831",880,"Canton of Ticino",0
"1832",880,"Cote Azur",0
"1833",880,"Emilia-Romagna",0
"1834",880,"Sicily",21
"1835",880,"Tirane",46.3
"1836",881,"Autonomous Province of Trento",0
"1837",881,"Canton of Ticino",0
"1838",881,"Cote Azur",0
"1839",881,"Emilia-Romagna",0
"1840",881,"Sicily",0
"1841",881,"Tirane",46.3
"1842",882,"Autonomous Province of Trento",0
"1843",882,"Canton of Ticino",0
"1844",882,"Cote Azur",0
"1845",882,"Emilia-Romagna",0
"1846",882,"Sicily",0
"1847",882,"Tirane",46.3
"1848",883,"Autonomous Province of Trento",0
"1849",883,"Canton of Ticino",0
"1850",883,"Cote Azur",0
"1851",883,"Emilia-Romagna",0
"1852",883,"Sicily",68
"1853",883,"Tirane",46.3
"1854",884,"Autonomous Province of Trento",0
"1855",884,"Canton of Ticino",0
"1856",884,"Cote Azur",0
"1857",884,"Emilia-Romagna",0
"1858",884,"Sicily",7
"1859",884,"Tirane",0
"1860",885,"Autonomous Province of Trento",0
"1861",885,"Canton of Ticino",0
"1862",885,"Cote Azur",0
"1863",885,"Emilia-Romagna",0
"1864",885,"Sicily",0
"1865",885,"Tirane",0
"1866",886,"Autonomous Province of Trento",0
"1867",886,"Canton of Ticino",0
"1868",886,"Cote Azur",0
"1869",886,"Emilia-Romagna",0
"1870",886,"Sicily",0
"1871",886,"Tirane",0
"1872",887,"Autonomous Province of Trento",0
"1873",887,"Canton of Ticino",0
"1874",887,"Cote Azur",0
"1875",887,"Emilia-Romagna",0
"1876",887,"Sicily",0
"1877",887,"Tirane",0
"1878",888,"Autonomous Province of Trento",0
"1879",888,"Canton of Ticino",0
"1880",888,"Cote Azur",NA
"1881",888,"Emilia-Romagna",0
"1882",888,"Sicily",NA
"1883",888,"Tirane",NA
"1884",889,"Autonomous Province of Trento",0
"1885",889,"Canton of Ticino",0
"1886",889,"Cote Azur",0
"1887",889,"Emilia-Romagna",0
"1888",889,"Lazio",0
"1889",889,"Puglia",0
"1890",889,"Sicily",0
"1891",889,"Tirane",0
"1892",890,"Autonomous Province of Trento",0
"1893",890,"Canton of Ticino",0
"1894",890,"Cote Azur",0
"1895",890,"Emilia-Romagna",0
"1896",890,"Lazio",0
"1897",890,"Puglia",0
"1898",890,"Sicily",0
"1899",890,"Tirane",0
"1900",891,"Autonomous Province of Trento",0
"1901",891,"Canton of Ticino",0
"1902",891,"Cote Azur",0
"1903",891,"Emilia-Romagna",0
"1904",891,"Lazio",0
"1905",891,"Puglia",0
"1906",891,"Sicily",0
"1907",891,"Tirane",0
"1908",892,"Autonomous Province of Trento",0
"1909",892,"Canton of Ticino",0
"1910",892,"Cote Azur",0
"1911",892,"Emilia-Romagna",0
"1912",892,"Lazio",0
"1913",892,"Puglia",0
"1914",892,"Sicily",0
"1915",892,"Tirane",0
"1916",893,"Autonomous Province of Trento",0
"1917",893,"Canton of Ticino",0
"1918",893,"Cote Azur",0
"1919",893,"Emilia-Romagna",0
"1920",893,"Lazio",0
"1921",893,"Puglia",0
"1922",893,"Sicily",0
"1923",893,"Tirane",0
"1924",894,"Autonomous Province of Trento",0
"1925",894,"Canton of Ticino",0
"1926",894,"Cote Azur",0
"1927",894,"Emilia-Romagna",0
"1928",894,"Lazio",0
"1929",894,"Puglia",0
"1930",894,"Sicily",0
"1931",894,"Tirane",0
"1932",895,"Autonomous Province of Trento",0
"1933",895,"Canton of Ticino",0
"1934",895,"Cote Azur",0
"1935",895,"Emilia-Romagna",0
"1936",895,"Lazio",0
"1937",895,"Puglia",0
"1938",895,"Sicily",0
"1939",895,"Tirane",0
"1940",896,"Autonomous Province of Trento",0
"1941",896,"Canton of Ticino",0
"1942",896,"Cote Azur",0
"1943",896,"Emilia-Romagna",0
"1944",896,"Lazio",0
"1945",896,"Puglia",0
"1946",896,"Sicily",0
"1947",896,"Tirane",0
"1948",897,"Autonomous Province of Trento",NA
"1949",897,"Canton of Ticino",NA
"1950",897,"Cote Azur",NA
"1951",897,"Emilia-Romagna",0
"1952",897,"Lazio",0
"1953",897,"Puglia",0
"1954",897,"Sicily",0
"1955",897,"Tirane",NA
"1956",898,"Autonomous Province of Trento",NA
"1957",898,"Canton of Ticino",NA
"1958",898,"Cote Azur",NA
"1959",898,"Emilia-Romagna",NA
"1960",898,"Lazio",0
"1961",898,"Puglia",NA
"1962",898,"Sicily",0
"1963",898,"Tirane",NA
"1964",899,"Autonomous Province of Trento",NA
"1965",899,"Canton of Ticino",NA
"1966",899,"Cote Azur",NA
"1967",899,"Emilia-Romagna",NA
"1968",899,"Lazio",0
"1969",899,"Puglia",NA
"1970",899,"Sicily",0
"1971",899,"Tirane",NA
"1972",900,"Autonomous Province of Trento",NA
"1973",900,"Canton of Ticino",NA
"1974",900,"Cote Azur",NA
"1975",900,"Emilia-Romagna",NA
"1976",900,"Lazio",0
"1977",900,"Puglia",NA
"1978",900,"Sicily",0
"1979",900,"Tirane",NA
"1980",901,"Autonomous Province of Trento",NA
"1981",901,"Canton of Ticino",NA
"1982",901,"Cote Azur",NA
"1983",901,"Emilia-Romagna",NA
"1984",901,"Lazio",0
"1985",901,"Puglia",NA
"1986",901,"Sicily",0
"1987",901,"Tirane",NA
"1988",902,"Autonomous Province of Trento",NA
"1989",902,"Canton of Ticino",NA
"1990",902,"Cote Azur",NA
"1991",902,"Emilia-Romagna",NA
"1992",902,"Lazio",NA
"1993",902,"Puglia",NA
"1994",902,"Sicily",0
"1995",902,"Tirane",NA
"1996",903,"Autonomous Province of Trento",NA
"1997",903,"Canton of Ticino",NA
"1998",903,"Cote Azur",NA
"1999",903,"Emilia-Romagna",NA
"2000",903,"Lazio",NA
"2001",903,"Puglia",NA
"2002",903,"Sicily",0
"2003",903,"Tirane",NA
"2004",904,"Autonomous Province of Trento",NA
"2005",904,"Canton of Ticino",NA
"2006",904,"Cote Azur",0
"2007",904,"Emilia-Romagna",NA
"2008",904,"Lazio",NA
"2009",904,"Puglia",NA
"2010",904,"Sicily",0
"2011",904,"Tirane",NA
"2012",905,"Autonomous Province of Trento",NA
"2013",905,"Canton of Ticino",NA
"2014",905,"Cote Azur",0
"2015",905,"Emilia-Romagna",NA
"2016",905,"Lazio",NA
"2017",905,"Puglia",NA
"2018",905,"Sicily",0
"2019",905,"Tirane",NA
"2020",906,"Autonomous Province of Trento",NA
"2021",906,"Canton of Ticino",NA
"2022",906,"Cote Azur",0
"2023",906,"Emilia-Romagna",NA
"2024",906,"Lazio",NA
"2025",906,"Puglia",NA
"2026",906,"Sicily",0
"2027",906,"Tirane",NA
"2028",907,"Autonomous Province of Trento",0
"2029",907,"Canton of Ticino",NA
"2030",907,"Cote Azur",0
"2031",907,"Emilia-Romagna",NA
"2032",907,"Lazio",NA
"2033",907,"Puglia",NA
"2034",907,"Sicily",0
"2035",907,"Tirane",NA
"2036",908,"Autonomous Province of Trento",0
"2037",908,"Canton of Ticino",0
"2038",908,"Cote Azur",0
"2039",908,"Emilia-Romagna",47.1034482758621
"2040",908,"Lazio",NA
"2041",908,"Puglia",NA
"2042",908,"Sicily",8
"2043",908,"Tirane",NA
"2044",909,"Autonomous Province of Trento",0
"2045",909,"Canton of Ticino",0
"2046",909,"Cote Azur",2.5
"2047",909,"Emilia-Romagna",50.2241379310345
"2048",909,"Lazio",NA
"2049",909,"Puglia",NA
"2050",909,"Sicily",39
"2051",909,"Tirane",NA
"2052",910,"Autonomous Province of Trento",2
"2053",910,"Canton of Ticino",4.25
"2054",910,"Cote Azur",2
"2055",910,"Emilia-Romagna",68.5277777777778
"2056",910,"Lazio",NA
"2057",910,"Puglia",NA
"2058",910,"Sicily",37
"2059",910,"Tirane",18.5
"2060",911,"Autonomous Province of Trento",7.75
"2061",911,"Canton of Ticino",4.75
"2062",911,"Cote Azur",4
"2063",911,"Emilia-Romagna",70.2916666666667
"2064",911,"Lazio",NA
"2065",911,"Puglia",4.5
"2066",911,"Sicily",17
"2067",911,"Tirane",28
"2068",912,"Autonomous Province of Trento",8.16666666666667
"2069",912,"Canton of Ticino",22.75
"2070",912,"Cote Azur",2.5
"2071",912,"Emilia-Romagna",135.791666666667
"2072",912,"Lazio",NA
"2073",912,"Puglia",5.7
"2074",912,"Sicily",47
"2075",912,"Tirane",78
"2076",913,"Autonomous Province of Trento",6.16666666666667
"2077",913,"Canton of Ticino",26.625
"2078",913,"Cote Azur",11
"2079",913,"Emilia-Romagna",145.680555555556
"2080",913,"Lazio",NA
"2081",913,"Puglia",23.8
"2082",913,"Sicily",0
"2083",913,"Tirane",125.5
"2084",914,"Autonomous Province of Trento",12.6666666666667
"2085",914,"Canton of Ticino",12.875
"2086",914,"Cote Azur",10.5
"2087",914,"Emilia-Romagna",204.257142857143
"2088",914,"Lazio",NA
"2089",914,"Puglia",59.7
"2090",914,"Sicily",15
"2091",914,"Tirane",76.25
"2092",915,"Autonomous Province of Trento",19.1
"2093",915,"Canton of Ticino",10.25
"2094",915,"Cote Azur",17
"2095",915,"Emilia-Romagna",207.285714285714
"2096",915,"Lazio",NA
"2097",915,"Puglia",20.3
"2098",915,"Sicily",0
"2099",915,"Tirane",29.5
"2100",916,"Autonomous Province of Trento",46.7
"2101",916,"Canton of Ticino",18.125
"2102",916,"Cote Azur",17
"2103",916,"Emilia-Romagna",225.805555555556
"2104",916,"Lazio",NA
"2105",916,"Puglia",28.9
"2106",916,"Sicily",18
"2107",916,"Tirane",37.5
"2108",917,"Autonomous Province of Trento",39.3
"2109",917,"Canton of Ticino",17.625
"2110",917,"Cote Azur",43.5
"2111",917,"Emilia-Romagna",230.194444444444
"2112",917,"Lazio",NA
"2113",917,"Puglia",13.4
"2114",917,"Sicily",32
"2115",917,"Tirane",203.5
"2116",918,"Autonomous Province of Trento",56.7
"2117",918,"Canton of Ticino",52.25
"2118",918,"Cote Azur",49.5
"2119",918,"Emilia-Romagna",230.236111111111
"2120",918,"Lazio",NA
"2121",918,"Puglia",16.9
"2122",918,"Sicily",0
"2123",918,"Tirane",228.5
"2124",919,"Autonomous Province of Trento",39.75
"2125",919,"Canton of Ticino",55.25
"2126",919,"Cote Azur",28.5
"2127",919,"Emilia-Romagna",232.597222222222
"2128",919,"Lazio",NA
"2129",919,"Puglia",1.9
"2130",919,"Sicily",16
"2131",919,"Tirane",93.5
"2132",920,"Autonomous Province of Trento",65.1
"2133",920,"Canton of Ticino",73.375
"2134",920,"Cote Azur",30.5
"2135",920,"Emilia-Romagna",203.472222222222
"2136",920,"Lazio",NA
"2137",920,"Puglia",3.8
"2138",920,"Sicily",4
"2139",920,"Tirane",58
"2140",921,"Autonomous Province of Trento",46.1
"2141",921,"Canton of Ticino",75.125
"2142",921,"Cote Azur",29
"2143",921,"Emilia-Romagna",207.152777777778
"2144",921,"Lazio",NA
"2145",921,"Puglia",3
"2146",921,"Sicily",NA
"2147",921,"Tirane",53
"2148",922,"Autonomous Province of Trento",80.35
"2149",922,"Canton of Ticino",46.625
"2150",922,"Cote Azur",39.5
"2151",922,"Emilia-Romagna",200.5
"2152",922,"Lazio",NA
"2153",922,"Puglia",1.3
"2154",922,"Sicily",13
"2155",922,"Tirane",30.5
"2156",923,"Autonomous Province of Trento",73.9
"2157",923,"Canton of Ticino",46.25
"2158",923,"Cote Azur",47
"2159",923,"Emilia-Romagna",201.541666666667
"2160",923,"Lazio",NA
"2161",923,"Puglia",2.1
"2162",923,"Sicily",0
"2163",923,"Tirane",45.5
"2164",924,"Autonomous Province of Trento",61.6
"2165",924,"Canton of Ticino",42.5
"2166",924,"Cote Azur",28.5
"2167",924,"Emilia-Romagna",53.8055555555556
"2168",924,"Lazio",NA
"2169",924,"Puglia",2.8
"2170",924,"Sicily",0
"2171",924,"Tirane",41.75
"2172",925,"Autonomous Province of Trento",25.25
"2173",925,"Canton of Ticino",39.75
"2174",925,"Cote Azur",28
"2175",925,"Emilia-Romagna",56.1111111111111
"2176",925,"Lazio",NA
"2177",925,"Puglia",1.8
"2178",925,"Sicily",49
"2179",925,"Tirane",15.5
"2180",926,"Autonomous Province of Trento",2.1
"2181",926,"Canton of Ticino",NA
"2182",926,"Cote Azur",3
"2183",926,"Emilia-Romagna",74.4428571428572
"2184",926,"Lazio",NA
"2185",926,"Puglia",5.2
"2186",926,"Sicily",81
"2187",926,"Tirane",23.5
"2188",927,"Autonomous Province of Trento",5.4
"2189",927,"Canton of Ticino",NA
"2190",927,"Cote Azur",5.5
"2191",927,"Emilia-Romagna",75.3857142857143
"2192",927,"Lazio",0
"2193",927,"Puglia",4.9
"2194",927,"Sicily",98
"2195",927,"Tirane",21.5
"2196",928,"Autonomous Province of Trento",0.9
"2197",928,"Canton of Ticino",NA
"2198",928,"Cote Azur",2.5
"2199",928,"Emilia-Romagna",NA
"2200",928,"Lazio",7
"2201",928,"Puglia",7.1
"2202",928,"Sicily",63
"2203",928,"Tirane",58
"2204",929,"Autonomous Province of Trento",0.95
"2205",929,"Canton of Ticino",NA
"2206",929,"Cote Azur",6
"2207",929,"Emilia-Romagna",NA
"2208",929,"Lazio",29
"2209",929,"Puglia",7
"2210",929,"Sicily",NA
"2211",929,"Tirane",43.5
"2212",930,"Autonomous Province of Trento",0.3
"2213",930,"Canton of Ticino",NA
"2214",930,"Cote Azur",NA
"2215",930,"Emilia-Romagna",NA
"2216",930,"Lazio",25.5
"2217",930,"Puglia",14.7
"2218",930,"Sicily",NA
"2219",930,"Tirane",71.5
"2220",931,"Autonomous Province of Trento",0
"2221",931,"Canton of Ticino",NA
"2222",931,"Cote Azur",NA
"2223",931,"Emilia-Romagna",NA
"2224",931,"Lazio",0
"2225",931,"Puglia",3
"2226",931,"Sicily",88
"2227",931,"Tirane",0
"2228",932,"Autonomous Province of Trento",0
"2229",932,"Canton of Ticino",0
"2230",932,"Cote Azur",0
"2231",932,"Emilia-Romagna",0
"2232",932,"Lazio",0
"2233",932,"Puglia",0
"2234",932,"Sicily",NA
"2235",932,"Tirane",1.2
"2236",933,"Autonomous Province of Trento",0
"2237",933,"Canton of Ticino",0
"2238",933,"Cote Azur",0
"2239",933,"Emilia-Romagna",0
"2240",933,"Lazio",1.33333333333333
"2241",933,"Puglia",0
"2242",933,"Sicily",42
"2243",933,"Tirane",1.2
"2244",934,"Autonomous Province of Trento",0
"2245",934,"Canton of Ticino",0
"2246",934,"Cote Azur",0
"2247",934,"Emilia-Romagna",0
"2248",934,"Lazio",1.33333333333333
"2249",934,"Puglia",0
"2250",934,"Sicily",NA
"2251",934,"Tirane",1.2
"2252",935,"Autonomous Province of Trento",0
"2253",935,"Canton of Ticino",0
"2254",935,"Cote Azur",0
"2255",935,"Emilia-Romagna",0
"2256",935,"Lazio",1.33333333333333
"2257",935,"Puglia",0
"2258",935,"Sicily",24
"2259",935,"Tirane",1.2
"2260",936,"Autonomous Province of Trento",0
"2261",936,"Canton of Ticino",0
"2262",936,"Cote Azur",0
"2263",936,"Emilia-Romagna",0
"2264",936,"Lazio",1.33333333333333
"2265",936,"Puglia",0
"2266",936,"Sicily",26
"2267",936,"Tirane",1.2
"2268",937,"Autonomous Province of Trento",0
"2269",937,"Canton of Ticino",0
"2270",937,"Cote Azur",0
"2271",937,"Emilia-Romagna",0
"2272",937,"Lazio",0
"2273",937,"Puglia",0
"2274",937,"Sicily",12
"2275",937,"Tirane",0
"2276",938,"Autonomous Province of Trento",0
"2277",938,"Canton of Ticino",0
"2278",938,"Cote Azur",0
"2279",938,"Emilia-Romagna",0
"2280",938,"Lazio",0
"2281",938,"Puglia",0
"2282",938,"Sicily",0
"2283",938,"Tirane",0
"2284",939,"Autonomous Province of Trento",0
"2285",939,"Canton of Ticino",0
"2286",939,"Cote Azur",0
"2287",939,"Emilia-Romagna",0
"2288",939,"Lazio",0
"2289",939,"Puglia",0
"2290",939,"Sicily",0
"2291",939,"Tirane",0
"2292",940,"Autonomous Province of Trento",0
"2293",940,"Canton of Ticino",0
"2294",940,"Cote Azur",0
"2295",940,"Emilia-Romagna",0
"2296",940,"Lazio",0
"2297",940,"Puglia",0
"2298",940,"Sicily",0
"2299",940,"Tirane",0
"2300",941,"Autonomous Province of Trento",0
"2301",941,"Canton of Ticino",0
"2302",941,"Cote Azur",0
"2303",941,"Emilia-Romagna",0
"2304",941,"Lazio",0
"2305",941,"Tirane",0
"2306",941,"Veneto",0
"2307",942,"Autonomous Province of Trento",0
"2308",942,"Canton of Ticino",0
"2309",942,"Cote Azur",0
"2310",942,"Emilia-Romagna",0
"2311",942,"Lazio",0
"2312",942,"Tirane",0
"2313",942,"Veneto",0
"2314",943,"Autonomous Province of Trento",0
"2315",943,"Canton of Ticino",0
"2316",943,"Cote Azur",0
"2317",943,"Emilia-Romagna",0
"2318",943,"Lazio",0
"2319",943,"Tirane",0
"2320",943,"Veneto",0
"2321",944,"Autonomous Province of Trento",0
"2322",944,"Canton of Ticino",0
"2323",944,"Cote Azur",0
"2324",944,"Emilia-Romagna",0
"2325",944,"Lazio",0
"2326",944,"Tirane",0
"2327",944,"Veneto",0
"2328",945,"Autonomous Province of Trento",0
"2329",945,"Canton of Ticino",0
"2330",945,"Cote Azur",0
"2331",945,"Emilia-Romagna",0
"2332",945,"Lazio",0
"2333",945,"Tirane",0
"2334",945,"Veneto",0
"2335",946,"Autonomous Province of Trento",0
"2336",946,"Canton of Ticino",0
"2337",946,"Cote Azur",0
"2338",946,"Emilia-Romagna",0
"2339",946,"Lazio",0
"2340",946,"Tirane",0
"2341",946,"Veneto",0
"2342",947,"Autonomous Province of Trento",0
"2343",947,"Canton of Ticino",0
"2344",947,"Cote Azur",0
"2345",947,"Emilia-Romagna",0
"2346",947,"Lazio",0
"2347",947,"Tirane",0
"2348",947,"Veneto",0
"2349",948,"Autonomous Province of Trento",0
"2350",948,"Canton of Ticino",0
"2351",948,"Cote Azur",0
"2352",948,"Emilia-Romagna",0
"2353",948,"Lazio",0
"2354",948,"Tirane",0
"2355",948,"Veneto",0
"2356",949,"Autonomous Province of Trento",NA
"2357",949,"Canton of Ticino",0
"2358",949,"Cote Azur",0
"2359",949,"Emilia-Romagna",0
"2360",949,"Lazio",0
