"","Week_index","Region","value"
"794",692,"Autonomous Province of Trento",NA
"795",692,"Canton of Ticino",NA
"796",692,"Emilia-Romagna",NA
"797",692,"Puglia",NA
"798",692,"Sicily",NA
"799",693,"Autonomous Province of Trento",NA
"800",693,"Canton of Ticino",NA
"801",693,"Emilia-Romagna",NA
"802",693,"Puglia",0
"803",693,"Sicily",0
"804",694,"Autonomous Province of Trento",NA
"805",694,"Canton of Ticino",NA
"806",694,"Emilia-Romagna",NA
"807",694,"Puglia",0
"808",694,"Sicily",0
"809",695,"Autonomous Province of Trento",NA
"810",695,"Canton of Ticino",NA
"811",695,"Emilia-Romagna",NA
"812",695,"Puglia",0
"813",695,"Sicily",0
"814",696,"Autonomous Province of Trento",NA
"815",696,"Canton of Ticino",NA
"816",696,"Emilia-Romagna",NA
"817",696,"Puglia",1.4
"818",696,"Sicily",0
"819",697,"Autonomous Province of Trento",NA
"820",697,"Canton of Ticino",NA
"821",697,"Emilia-Romagna",NA
"822",697,"Puglia",6.1
"823",697,"Sicily",0
"824",698,"Autonomous Province of Trento",NA
"825",698,"Canton of Ticino",NA
"826",698,"Emilia-Romagna",NA
"827",698,"Puglia",7.3
"828",698,"Sicily",0
"829",699,"Autonomous Province of Trento",NA
"830",699,"Canton of Ticino",NA
"831",699,"Emilia-Romagna",14.5681818181818
"832",699,"Puglia",12.8
"833",699,"Sicily",0
"834",700,"Autonomous Province of Trento",0
"835",700,"Canton of Ticino",0
"836",700,"Emilia-Romagna",16.75
"837",700,"Puglia",0
"838",700,"Sicily",0
"839",701,"Autonomous Province of Trento",0
"840",701,"Canton of Ticino",0
"841",701,"Emilia-Romagna",62.9090909090909
"842",701,"Puglia",0
"843",701,"Sicily",0
"844",702,"Autonomous Province of Trento",0
"845",702,"Canton of Ticino",0
"846",702,"Emilia-Romagna",64.9772727272727
"847",702,"Puglia",14.1
"848",702,"Sicily",0
"849",703,"Autonomous Province of Trento",0
"850",703,"Canton of Ticino",1.5
"851",703,"Emilia-Romagna",65.4318181818182
"852",703,"Puglia",6.5
"853",703,"Sicily",0
"854",704,"Autonomous Province of Trento",10.6666666666667
"855",704,"Canton of Ticino",3.75
"856",704,"Emilia-Romagna",69.2045454545455
"857",704,"Puglia",5.4
"858",704,"Sicily",2
"859",705,"Autonomous Province of Trento",0.777777777777778
"860",705,"Canton of Ticino",3.625
"861",705,"Emilia-Romagna",101.340909090909
"862",705,"Puglia",5.2
"863",705,"Sicily",0
"864",706,"Autonomous Province of Trento",0
"865",706,"Canton of Ticino",2.75
"866",706,"Emilia-Romagna",100.5
"867",706,"Puglia",6.3
"868",706,"Sicily",4
"869",707,"Autonomous Province of Trento",1.83333333333333
"870",707,"Canton of Ticino",8.66666666666667
"871",707,"Emilia-Romagna",167.977272727273
"872",707,"Puglia",5.8
"873",707,"Sicily",6
"874",708,"Autonomous Province of Trento",5.11111111111111
"875",708,"Canton of Ticino",11
"876",708,"Emilia-Romagna",172.863636363636
"877",708,"Puglia",29.6
"878",708,"Sicily",0
"879",709,"Autonomous Province of Trento",48.0555555555556
"880",709,"Canton of Ticino",8
"881",709,"Emilia-Romagna",224.954545454545
"882",709,"Puglia",12.8
"883",709,"Sicily",0
"884",710,"Autonomous Province of Trento",34.4444444444444
"885",710,"Canton of Ticino",20.25
"886",710,"Emilia-Romagna",222.340909090909
"887",710,"Puglia",13.7
"888",710,"Sicily",17
"889",711,"Autonomous Province of Trento",36.3333333333333
"890",711,"Canton of Ticino",18.625
"891",711,"Emilia-Romagna",131.886363636364
"892",711,"Puglia",6.1
"893",711,"Sicily",31
"894",712,"Autonomous Province of Trento",49.4444444444444
"895",712,"Canton of Ticino",27
"896",712,"Emilia-Romagna",130.454545454545
"897",712,"Puglia",6.7
"898",712,"Sicily",0
"899",713,"Autonomous Province of Trento",42.5555555555556
"900",713,"Canton of Ticino",29.125
"901",713,"Emilia-Romagna",173.863636363636
"902",713,"Puglia",5.9
"903",713,"Sicily",16
"904",714,"Autonomous Province of Trento",21.6111111111111
"905",714,"Canton of Ticino",26.3333333333333
"906",714,"Emilia-Romagna",177.522727272727
"907",714,"Puglia",5.5
"908",714,"Sicily",27
"909",715,"Autonomous Province of Trento",11.5555555555556
"910",715,"Canton of Ticino",28.625
"911",715,"Emilia-Romagna",179.727272727273
"912",715,"Puglia",5.9
"913",715,"Sicily",11
"914",716,"Autonomous Province of Trento",43.5555555555556
"915",716,"Canton of Ticino",25.75
"916",716,"Emilia-Romagna",181.113636363636
"917",716,"Puglia",4.1
"918",716,"Sicily",83
"919",717,"Autonomous Province of Trento",13.3888888888889
"920",717,"Canton of Ticino",24.25
"921",717,"Emilia-Romagna",101.204545454545
"922",717,"Puglia",11
"923",717,"Sicily",147
"924",718,"Autonomous Province of Trento",8.22222222222222
"925",718,"Canton of Ticino",NA
"926",718,"Emilia-Romagna",101.909090909091
"927",718,"Puglia",7.8
"928",718,"Sicily",198
"929",719,"Autonomous Province of Trento",22.9444444444444
"930",719,"Canton of Ticino",NA
"931",719,"Emilia-Romagna",NA
"932",719,"Puglia",17
"933",719,"Sicily",134
"934",720,"Autonomous Province of Trento",0
"935",720,"Canton of Ticino",NA
"936",720,"Emilia-Romagna",NA
"937",720,"Puglia",21.9
"938",720,"Sicily",147
"939",721,"Autonomous Province of Trento",0
"940",721,"Canton of Ticino",NA
"941",721,"Emilia-Romagna",NA
"942",721,"Puglia",22.4
"943",721,"Sicily",335
"944",722,"Autonomous Province of Trento",0
"945",722,"Canton of Ticino",NA
"946",722,"Emilia-Romagna",NA
"947",722,"Puglia",39.4
"948",722,"Sicily",72
"949",723,"Autonomous Province of Trento",0
"950",723,"Canton of Ticino",0
"951",723,"Emilia-Romagna",0
"952",723,"Puglia",0
"953",723,"Sicily",0
"954",724,"Autonomous Province of Trento",0
"955",724,"Canton of Ticino",0
"956",724,"Emilia-Romagna",0
"957",724,"Puglia",0
"958",724,"Sicily",0
"959",725,"Autonomous Province of Trento",0
"960",725,"Canton of Ticino",0
"961",725,"Emilia-Romagna",0
"962",725,"Puglia",0
"963",725,"Sicily",0
"964",726,"Autonomous Province of Trento",0
"965",726,"Canton of Ticino",0
"966",726,"Emilia-Romagna",0
"967",726,"Puglia",0
"968",726,"Sicily",0
"969",727,"Autonomous Province of Trento",0
"970",727,"Canton of Ticino",0
"971",727,"Emilia-Romagna",0
"972",727,"Puglia",0
"973",727,"Sicily",0
"974",728,"Autonomous Province of Trento",0
"975",728,"Canton of Ticino",0
"976",728,"Emilia-Romagna",0
"977",728,"Puglia",0
"978",728,"Sicily",0
"979",729,"Autonomous Province of Trento",0
"980",729,"Canton of Ticino",0
"981",729,"Emilia-Romagna",0
"982",729,"Puglia",0
"983",729,"Sicily",0
"984",730,"Autonomous Province of Trento",0
"985",730,"Canton of Ticino",0
"986",730,"Emilia-Romagna",0
"987",730,"Puglia",0
"988",730,"Sicily",0
"989",731,"Autonomous Province of Trento",0
"990",731,"Canton of Ticino",0
"991",731,"Emilia-Romagna",0
"992",731,"Puglia",0
"993",731,"Sicily",NA
"994",732,"Autonomous Province of Trento",0
"995",732,"Canton of Ticino",0
"996",732,"Cote Azur",0
"997",732,"Emilia-Romagna",0
"998",732,"Sicily",0
"999",732,"Tirane",0
"1000",733,"Autonomous Province of Trento",0
"1001",733,"Canton of Ticino",0
"1002",733,"Cote Azur",0
"1003",733,"Emilia-Romagna",0
"1004",733,"Sicily",NA
"1005",733,"Tirane",0
"1006",734,"Autonomous Province of Trento",0
"1007",734,"Canton of Ticino",0
"1008",734,"Cote Azur",0
"1009",734,"Emilia-Romagna",0
"1010",734,"Sicily",0
"1011",734,"Tirane",0
"1012",735,"Autonomous Province of Trento",0
"1013",735,"Canton of Ticino",0
"1014",735,"Cote Azur",0
"1015",735,"Emilia-Romagna",0
"1016",735,"Sicily",0
"1017",735,"Tirane",0
"1018",736,"Autonomous Province of Trento",0
"1019",736,"Canton of Ticino",0
"1020",736,"Cote Azur",0
"1021",736,"Emilia-Romagna",0
"1022",736,"Sicily",0
"1023",736,"Tirane",0
"1024",737,"Autonomous Province of Trento",0
"1025",737,"Canton of Ticino",0
"1026",737,"Cote Azur",0
"1027",737,"Emilia-Romagna",0
"1028",737,"Sicily",0
"1029",737,"Tirane",0
"1030",738,"Autonomous Province of Trento",0
"1031",738,"Canton of Ticino",0
"1032",738,"Cote Azur",0
"1033",738,"Emilia-Romagna",0
"1034",738,"Sicily",0
"1035",738,"Tirane",0
"1036",739,"Autonomous Province of Trento",0
"1037",739,"Canton of Ticino",0
"1038",739,"Cote Azur",0
"1039",739,"Emilia-Romagna",0
"1040",739,"Sicily",0
"1041",739,"Tirane",0
"1042",740,"Autonomous Province of Trento",0
"1043",740,"Canton of Ticino",0
"1044",740,"Cote Azur",0
"1045",740,"Emilia-Romagna",0
"1046",740,"Sicily",0
"1047",740,"Tirane",0
"1048",741,"Autonomous Province of Trento",NA
"1049",741,"Canton of Ticino",NA
"1050",741,"Cote Azur",NA
"1051",741,"Emilia-Romagna",NA
"1052",741,"Sicily",0
"1053",741,"Tirane",NA
"1054",742,"Autonomous Province of Trento",NA
"1055",742,"Canton of Ticino",NA
"1056",742,"Cote Azur",NA
"1057",742,"Emilia-Romagna",NA
"1058",742,"Sicily",0
"1059",742,"Tirane",NA
"1060",743,"Autonomous Province of Trento",NA
"1061",743,"Canton of Ticino",NA
"1062",743,"Cote Azur",NA
"1063",743,"Emilia-Romagna",NA
"1064",743,"Sicily",0
"1065",743,"Tirane",NA
"1066",744,"Autonomous Province of Trento",NA
"1067",744,"Canton of Ticino",NA
"1068",744,"Cote Azur",NA
"1069",744,"Emilia-Romagna",NA
"1070",744,"Sicily",0
"1071",744,"Tirane",NA
"1072",745,"Autonomous Province of Trento",NA
"1073",745,"Canton of Ticino",NA
"1074",745,"Cote Azur",NA
"1075",745,"Emilia-Romagna",NA
"1076",745,"Sicily",0
"1077",745,"Tirane",NA
"1078",746,"Autonomous Province of Trento",NA
"1079",746,"Canton of Ticino",NA
"1080",746,"Cote Azur",NA
"1081",746,"Emilia-Romagna",NA
"1082",746,"Sicily",0
"1083",746,"Tirane",NA
"1084",747,"Autonomous Province of Trento",NA
"1085",747,"Canton of Ticino",NA
"1086",747,"Cote Azur",NA
"1087",747,"Emilia-Romagna",NA
"1088",747,"Sicily",0
"1089",747,"Tirane",NA
"1090",748,"Autonomous Province of Trento",NA
"1091",748,"Canton of Ticino",NA
"1092",748,"Cote Azur",0
"1093",748,"Emilia-Romagna",NA
"1094",748,"Sicily",0
"1095",748,"Tirane",NA
"1096",749,"Autonomous Province of Trento",NA
"1097",749,"Canton of Ticino",NA
"1098",749,"Cote Azur",0
"1099",749,"Emilia-Romagna",NA
"1100",749,"Sicily",0
"1101",749,"Tirane",NA
"1102",750,"Autonomous Province of Trento",0
"1103",750,"Canton of Ticino",NA
"1104",750,"Cote Azur",0
"1105",750,"Emilia-Romagna",NA
"1106",750,"Sicily",0
"1107",750,"Tirane",NA
"1108",751,"Autonomous Province of Trento",0
"1109",751,"Canton of Ticino",0
"1110",751,"Cote Azur",0
"1111",751,"Emilia-Romagna",17.8913043478261
"1112",751,"Sicily",0
"1113",751,"Tirane",NA
"1114",752,"Autonomous Province of Trento",0
"1115",752,"Canton of Ticino",0
"1116",752,"Cote Azur",0
"1117",752,"Emilia-Romagna",20.304347826087
"1118",752,"Sicily",0
"1119",752,"Tirane",0
"1120",753,"Autonomous Province of Trento",0
"1121",753,"Canton of Ticino",0
"1122",753,"Cote Azur",0
"1123",753,"Emilia-Romagna",53.5869565217391
"1124",753,"Sicily",0
"1125",753,"Tirane",10
"1126",754,"Autonomous Province of Trento",1.63636363636364
"1127",754,"Canton of Ticino",0.25
"1128",754,"Cote Azur",5.5
"1129",754,"Emilia-Romagna",53
"1130",754,"Sicily",0
"1131",754,"Tirane",0
"1132",755,"Autonomous Province of Trento",0.0555555555555556
"1133",755,"Canton of Ticino",0.625
"1134",755,"Cote Azur",4.5
"1135",755,"Emilia-Romagna",56.4130434782609
"1136",755,"Sicily",0
"1137",755,"Tirane",43.5
"1138",756,"Autonomous Province of Trento",16.3181818181818
"1139",756,"Canton of Ticino",3.875
"1140",756,"Cote Azur",6
"1141",756,"Emilia-Romagna",58.0434782608696
"1142",756,"Sicily",0
"1143",756,"Tirane",37.5
"1144",757,"Autonomous Province of Trento",3.22222222222222
"1145",757,"Canton of Ticino",6.25
"1146",757,"Cote Azur",3.5
"1147",757,"Emilia-Romagna",118.913043478261
"1148",757,"Sicily",0
"1149",757,"Tirane",26
"1150",758,"Autonomous Province of Trento",3.81818181818182
"1151",758,"Canton of Ticino",5.125
"1152",758,"Cote Azur",51
"1153",758,"Emilia-Romagna",122.913043478261
"1154",758,"Sicily",0
"1155",758,"Tirane",26
"1156",759,"Autonomous Province of Trento",9.77272727272727
"1157",759,"Canton of Ticino",21.6666666666667
"1158",759,"Cote Azur",57
"1159",759,"Emilia-Romagna",191.431818181818
"1160",759,"Sicily",29
"1161",759,"Tirane",281
"1162",760,"Autonomous Province of Trento",18.7222222222222
"1163",760,"Canton of Ticino",20.25
"1164",760,"Cote Azur",58
"1165",760,"Emilia-Romagna",197.272727272727
"1166",760,"Sicily",78
"1167",760,"Tirane",542.5
"1168",761,"Autonomous Province of Trento",33.3636363636364
"1169",761,"Canton of Ticino",6.83333333333333
"1170",761,"Cote Azur",55.5
"1171",761,"Emilia-Romagna",211.282608695652
"1172",761,"Sicily",0
"1173",761,"Tirane",295
"1174",762,"Autonomous Province of Trento",50.9545454545455
"1175",762,"Canton of Ticino",30
"1176",762,"Cote Azur",184.5
"1177",762,"Emilia-Romagna",209.565217391304
"1178",762,"Sicily",0
"1179",762,"Tirane",68
"1180",763,"Autonomous Province of Trento",81.2272727272727
"1181",763,"Canton of Ticino",34.375
"1182",763,"Cote Azur",173
"1183",763,"Emilia-Romagna",304.954545454545
"1184",763,"Sicily",0
"1185",763,"Tirane",640.5
"1186",764,"Autonomous Province of Trento",31.4545454545455
"1187",764,"Canton of Ticino",22.125
"1188",764,"Cote Azur",159
"1189",764,"Emilia-Romagna",304.113636363636
"1190",764,"Sicily",NA
"1191",764,"Tirane",680.25
"1192",765,"Autonomous Province of Trento",11.0454545454545
"1193",765,"Canton of Ticino",15.1666666666667
"1194",765,"Cote Azur",169
"1195",765,"Emilia-Romagna",224.45652173913
"1196",765,"Sicily",NA
"1197",765,"Tirane",701
"1198",766,"Autonomous Province of Trento",36.0909090909091
"1199",766,"Canton of Ticino",9.83333333333333
"1200",766,"Cote Azur",62
"1201",766,"Emilia-Romagna",221.478260869565
"1202",766,"Sicily",0
"1203",766,"Tirane",1047.5
"1204",767,"Autonomous Province of Trento",37.9
"1205",767,"Canton of Ticino",6
"1206",767,"Cote Azur",63.5
"1207",767,"Emilia-Romagna",169.826086956522
"1208",767,"Sicily",0
"1209",767,"Tirane",221
"1210",768,"Autonomous Province of Trento",14.3636363636364
"1211",768,"Canton of Ticino",17.25
"1212",768,"Cote Azur",76
"1213",768,"Emilia-Romagna",172.630434782609
"1214",768,"Sicily",0
"1215",768,"Tirane",260
"1216",769,"Autonomous Province of Trento",19.7272727272727
"1217",769,"Canton of Ticino",17.5
"1218",769,"Cote Azur",74
"1219",769,"Emilia-Romagna",190.891304347826
"1220",769,"Sicily",0
"1221",769,"Tirane",321.5
"1222",770,"Autonomous Province of Trento",13.1363636363636
"1223",770,"Canton of Ticino",NA
"1224",770,"Cote Azur",13
"1225",770,"Emilia-Romagna",191.652173913043
"1226",770,"Sicily",89
"1227",770,"Tirane",310
"1228",771,"Autonomous Province of Trento",7.95
"1229",771,"Canton of Ticino",NA
"1230",771,"Cote Azur",24.5
"1231",771,"Emilia-Romagna",NA
"1232",771,"Sicily",94
"1233",771,"Tirane",224.5
"1234",772,"Autonomous Province of Trento",3.3
"1235",772,"Canton of Ticino",NA
"1236",772,"Cote Azur",22.5
"1237",772,"Emilia-Romagna",NA
"1238",772,"Sicily",0
"1239",772,"Tirane",433.5
"1240",773,"Autonomous Province of Trento",17.9090909090909
"1241",773,"Canton of Ticino",NA
"1242",773,"Cote Azur",22.5
"1243",773,"Emilia-Romagna",NA
"1244",773,"Sicily",0
"1245",773,"Tirane",337.75
"1246",774,"Autonomous Province of Trento",0.166666666666667
"1247",774,"Canton of Ticino",NA
"1248",774,"Cote Azur",0
"1249",774,"Emilia-Romagna",NA
"1250",774,"Sicily",0
"1251",774,"Tirane",166.5
"1252",775,"Autonomous Province of Trento",0
"1253",775,"Canton of Ticino",NA
"1254",775,"Cote Azur",0
"1255",775,"Emilia-Romagna",0
"1256",775,"Sicily",57
"1257",775,"Tirane",14
"1258",776,"Autonomous Province of Trento",0
"1259",776,"Canton of Ticino",0
"1260",776,"Cote Azur",0
"1261",776,"Emilia-Romagna",0
"1262",776,"Sicily",31
"1263",776,"Tirane",7
"1264",777,"Autonomous Province of Trento",0
"1265",777,"Canton of Ticino",0
"1266",777,"Cote Azur",0
"1267",777,"Emilia-Romagna",0
"1268",777,"Sicily",2
"1269",777,"Tirane",7
"1270",778,"Autonomous Province of Trento",0
"1271",778,"Canton of Ticino",0
"1272",778,"Cote Azur",0
"1273",778,"Emilia-Romagna",0
"1274",778,"Sicily",0
"1275",778,"Tirane",7
"1276",779,"Autonomous Province of Trento",0
"1277",779,"Canton of Ticino",0
"1278",779,"Cote Azur",0
"1279",779,"Emilia-Romagna",0
"1280",779,"Sicily",0
"1281",779,"Tirane",7
"1282",780,"Autonomous Province of Trento",0
"1283",780,"Canton of Ticino",0
"1284",780,"Cote Azur",0
"1285",780,"Emilia-Romagna",0
"1286",780,"Sicily",0
"1287",780,"Tirane",0
"1288",781,"Autonomous Province of Trento",0
"1289",781,"Canton of Ticino",0
"1290",781,"Cote Azur",0
"1291",781,"Emilia-Romagna",0
"1292",781,"Sicily",0
"1293",781,"Tirane",0
"1294",782,"Autonomous Province of Trento",0
"1295",782,"Canton of Ticino",0
"1296",782,"Cote Azur",0
"1297",782,"Emilia-Romagna",0
"1298",782,"Sicily",0
"1299",782,"Tirane",0
"1300",783,"Autonomous Province of Trento",0
"1301",783,"Canton of Ticino",0
"1302",783,"Cote Azur",0
"1303",783,"Emilia-Romagna",0
"1304",783,"Sicily",0
"1305",783,"Tirane",0
"1306",784,"Autonomous Province of Trento",0
"1307",784,"Canton of Ticino",0
"1308",784,"Cote Azur",0
"1309",784,"Emilia-Romagna",0
"1310",784,"Sicily",0
"1311",785,"Autonomous Province of Trento",0
"1312",785,"Canton of Ticino",0
"1313",785,"Cote Azur",0
"1314",785,"Emilia-Romagna",0
"1315",785,"Sicily",0
"1316",786,"Autonomous Province of Trento",0
"1317",786,"Canton of Ticino",0
"1318",786,"Cote Azur",0
"1319",786,"Emilia-Romagna",0
"1320",786,"Sicily",0
"1321",787,"Autonomous Province of Trento",0
"1322",787,"Canton of Ticino",0
"1323",787,"Cote Azur",0
"1324",787,"Emilia-Romagna",0
"1325",787,"Sicily",0
"1326",788,"Autonomous Province of Trento",0
"1327",788,"Canton of Ticino",0
"1328",788,"Cote Azur",0
"1329",788,"Emilia-Romagna",0
"1330",788,"Sicily",0
"1331",789,"Autonomous Province of Trento",0
"1332",789,"Canton of Ticino",0
"1333",789,"Cote Azur",0
"1334",789,"Emilia-Romagna",0
"1335",789,"Sicily",NA
"1336",790,"Autonomous Province of Trento",0
"1337",790,"Canton of Ticino",0
"1338",790,"Cote Azur",0
"1339",790,"Emilia-Romagna",0
"1340",790,"Sicily",0
"1341",791,"Autonomous Province of Trento",0
"1342",791,"Canton of Ticino",0
"1343",791,"Cote Azur",0
"1344",791,"Emilia-Romagna",0
"1345",791,"Sicily",0
"1346",792,"Autonomous Province of Trento",0
"1347",792,"Canton of Ticino",0
"1348",792,"Cote Azur",NA
"1349",792,"Emilia-Romagna",0
"1350",792,"Sicily",NA
"1351",793,"Autonomous Province of Trento",NA
"1352",793,"Canton of Ticino",NA
"1353",793,"Cote Azur",NA
"1354",793,"Emilia-Romagna",NA
"1355",793,"Sicily",0
"1356",794,"Autonomous Province of Trento",NA
"1357",794,"Canton of Ticino",NA
"1358",794,"Cote Azur",NA
"1359",794,"Emilia-Romagna",NA
"1360",794,"Sicily",0
"1361",795,"Autonomous Province of Trento",NA
"1362",795,"Canton of Ticino",NA
"1363",795,"Cote Azur",NA
"1364",795,"Emilia-Romagna",NA
"1365",795,"Sicily",0
"1366",796,"Autonomous Province of Trento",NA
"1367",796,"Canton of Ticino",NA
"1368",796,"Cote Azur",NA
"1369",796,"Emilia-Romagna",NA
"1370",796,"Sicily",0
"1371",797,"Autonomous Province of Trento",NA
"1372",797,"Canton of Ticino",NA
"1373",797,"Cote Azur",NA
"1374",797,"Emilia-Romagna",NA
"1375",797,"Sicily",0
"1376",798,"Autonomous Province of Trento",NA
"1377",798,"Canton of Ticino",NA
"1378",798,"Cote Azur",0
"1379",798,"Emilia-Romagna",NA
"1380",798,"Sicily",0
"1381",799,"Autonomous Province of Trento",NA
"1382",799,"Canton of Ticino",NA
"1383",799,"Cote Azur",0
"1384",799,"Emilia-Romagna",NA
"1385",799,"Sicily",0
"1386",800,"Autonomous Province of Trento",NA
"1387",800,"Canton of Ticino",NA
"1388",800,"Cote Azur",0
"1389",800,"Emilia-Romagna",NA
"1390",800,"Sicily",0
"1391",801,"Autonomous Province of Trento",NA
"1392",801,"Canton of Ticino",NA
"1393",801,"Cote Azur",0
"1394",801,"Emilia-Romagna",NA
"1395",801,"Sicily",0
"1396",802,"Autonomous Province of Trento",0
"1397",802,"Canton of Ticino",NA
"1398",802,"Cote Azur",0
"1399",802,"Emilia-Romagna",NA
"1400",802,"Sicily",0
"1401",803,"Autonomous Province of Trento",0
"1402",803,"Canton of Ticino",0
"1403",803,"Cote Azur",3
"1404",803,"Emilia-Romagna",74.6666666666667
"1405",803,"Sicily",0
"1406",804,"Autonomous Province of Trento",0
"1407",804,"Canton of Ticino",0
"1408",804,"Cote Azur",1
"1409",804,"Emilia-Romagna",79.952380952381
"1410",804,"Sicily",0
"1411",805,"Autonomous Province of Trento",0.375
"1412",805,"Canton of Ticino",5.25
"1413",805,"Cote Azur",2
"1414",805,"Emilia-Romagna",147.5
"1415",805,"Sicily",0
"1416",806,"Autonomous Province of Trento",3.14285714285714
"1417",806,"Canton of Ticino",7.625
"1418",806,"Cote Azur",8
"1419",806,"Emilia-Romagna",156.779411764706
"1420",806,"Sicily",0
"1421",807,"Autonomous Province of Trento",4.5
"1422",807,"Canton of Ticino",2.16666666666667
"1423",807,"Cote Azur",5
"1424",807,"Emilia-Romagna",130.071428571429
"1425",807,"Sicily",3
"1426",808,"Autonomous Province of Trento",13.1363636363636
"1427",808,"Canton of Ticino",11.875
"1428",808,"Cote Azur",28.5
"1429",808,"Emilia-Romagna",133.6
"1430",808,"Sicily",5
"1431",809,"Autonomous Province of Trento",4.25
"1432",809,"Canton of Ticino",11.8333333333333
"1433",809,"Cote Azur",28
"1434",809,"Emilia-Romagna",359.614285714286
"1435",809,"Sicily",0
"1436",810,"Autonomous Province of Trento",58
"1437",810,"Canton of Ticino",19
"1438",810,"Cote Azur",41.5
"1439",810,"Emilia-Romagna",370.071428571429
"1440",810,"Sicily",4
"1441",811,"Autonomous Province of Trento",31
"1442",811,"Canton of Ticino",22.625
"1443",811,"Cote Azur",46.5
"1444",811,"Emilia-Romagna",357.985714285714
"1445",811,"Sicily",NA
"1446",812,"Autonomous Province of Trento",78.9090909090909
"1447",812,"Canton of Ticino",36.5
"1448",812,"Cote Azur",85
"1449",812,"Emilia-Romagna",364.357142857143
"1450",812,"Sicily",0
"1451",813,"Autonomous Province of Trento",56.7272727272727
"1452",813,"Canton of Ticino",34.5
"1453",813,"Cote Azur",78
"1454",813,"Emilia-Romagna",200.867647058824
"1455",813,"Sicily",64
"1456",814,"Autonomous Province of Trento",91.65
"1457",814,"Canton of Ticino",59.75
"1458",814,"Cote Azur",56
"1459",814,"Emilia-Romagna",196.308823529412
"1460",814,"Sicily",0
"1461",815,"Autonomous Province of Trento",74.45
"1462",815,"Canton of Ticino",69
"1463",815,"Cote Azur",57
"1464",815,"Emilia-Romagna",167.871428571429
"1465",815,"Sicily",NA
"1466",816,"Autonomous Province of Trento",74.95
"1467",816,"Canton of Ticino",73.125
"1468",816,"Cote Azur",78.5
"1469",816,"Emilia-Romagna",168.128571428571
"1470",816,"Sicily",0
"1471",817,"Autonomous Province of Trento",61.95
"1472",817,"Canton of Ticino",60.125
"1473",817,"Cote Azur",88.5
"1474",817,"Emilia-Romagna",253.842857142857
"1475",817,"Sicily",0
"1476",818,"Autonomous Province of Trento",78.6818181818182
"1477",818,"Canton of Ticino",43
"1478",818,"Cote Azur",102
"1479",818,"Emilia-Romagna",255.414285714286
"1480",818,"Sicily",3
"1481",819,"Autonomous Province of Trento",66.9090909090909
"1482",819,"Canton of Ticino",79.3333333333333
"1483",819,"Cote Azur",50.5
"1484",819,"Emilia-Romagna",184.342857142857
"1485",819,"Sicily",32
"1486",820,"Autonomous Province of Trento",22.6363636363636
"1487",820,"Canton of Ticino",42.875
"1488",820,"Cote Azur",54.5
"1489",820,"Emilia-Romagna",189.7
"1490",820,"Sicily",4
"1491",821,"Autonomous Province of Trento",7.90909090909091
"1492",821,"Canton of Ticino",27.5
"1493",821,"Cote Azur",70
"1494",821,"Emilia-Romagna",63.5
"1495",821,"Sicily",6
"1496",822,"Autonomous Province of Trento",7.5
"1497",822,"Canton of Ticino",NA
"1498",822,"Cote Azur",76
"1499",822,"Emilia-Romagna",63.7205882352941
"1500",822,"Sicily",4
"1501",823,"Autonomous Province of Trento",0.0909090909090909
"1502",823,"Canton of Ticino",NA
"1503",823,"Cote Azur",18
"1504",823,"Emilia-Romagna",NA
"1505",823,"Sicily",0
"1506",824,"Autonomous Province of Trento",0
"1507",824,"Canton of Ticino",NA
"1508",824,"Cote Azur",18.5
"1509",824,"Emilia-Romagna",NA
"1510",824,"Sicily",150
"1511",825,"Autonomous Province of Trento",3.45454545454545
"1512",825,"Canton of Ticino",NA
"1513",825,"Cote Azur",NA
"1514",825,"Emilia-Romagna",NA
"1515",825,"Sicily",83
"1516",826,"Autonomous Province of Trento",0
"1517",826,"Canton of Ticino",NA
"1518",826,"Cote Azur",NA
"1519",826,"Emilia-Romagna",NA
"1520",826,"Sicily",17
"1521",827,"Autonomous Province of Trento",0
"1522",827,"Canton of Ticino",0
"1523",827,"Cote Azur",0
"1524",827,"Emilia-Romagna",0
"1525",827,"Sicily",56
"1526",828,"Autonomous Province of Trento",0
"1527",828,"Canton of Ticino",0
"1528",828,"Cote Azur",0
"1529",828,"Emilia-Romagna",0
"1530",828,"Sicily",NA
"1531",829,"Autonomous Province of Trento",0
"1532",829,"Canton of Ticino",0
"1533",829,"Cote Azur",0
"1534",829,"Emilia-Romagna",0
"1535",829,"Sicily",0
"1536",830,"Autonomous Province of Trento",0
"1537",830,"Canton of Ticino",0
"1538",830,"Cote Azur",0
"1539",830,"Emilia-Romagna",0
"1540",830,"Sicily",2
"1541",831,"Autonomous Province of Trento",0
"1542",831,"Canton of Ticino",0
"1543",831,"Cote Azur",0
"1544",831,"Emilia-Romagna",0
"1545",831,"Sicily",0
"1546",832,"Autonomous Province of Trento",0
"1547",832,"Canton of Ticino",0
"1548",832,"Cote Azur",0
"1549",832,"Emilia-Romagna",0
"1550",832,"Sicily",0
"1551",833,"Autonomous Province of Trento",0
"1552",833,"Canton of Ticino",0
"1553",833,"Cote Azur",0
"1554",833,"Emilia-Romagna",0
"1555",833,"Sicily",0
"1556",834,"Autonomous Province of Trento",0
"1557",834,"Canton of Ticino",0
"1558",834,"Cote Azur",0
"1559",834,"Emilia-Romagna",0
"1560",834,"Sicily",0
"1561",835,"Autonomous Province of Trento",0
