"","Week_index","Province","MOI"
"867",1009,"Guangdong",4.672897196
"868",1009,"Guangxi",6.527027027
"869",1009,"Guizhou",NA
"870",1009,"Hunan",NA
"871",1010,"Beijing",NA
"872",1010,"Guangdong",5.04672897171429
"873",1010,"Guangxi",3.41891891914286
"874",1010,"Guizhou",4.13
"875",1010,"Hunan",0.78
"876",1011,"Beijing",NA
"877",1011,"Guangdong",5.196261682
"878",1011,"Guangxi",2.175675676
"879",1011,"Guizhou",4.13
"880",1011,"Hunan",0.78
"881",1012,"Beijing",NA
"882",1012,"Guangdong",6.54205607457143
"883",1012,"Guangxi",5.85135135142857
"884",1012,"Guizhou",4.13
"885",1012,"Hunan",0.78
"886",1013,"Beijing",NA
"887",1013,"Guangdong",7.551401869
"888",1013,"Guangxi",8.608108108
"889",1013,"Guizhou",4.13
"890",1013,"Hunan",0.78
"891",1014,"Beijing",1.06
"892",1014,"Guangdong",7.391188251
"893",1014,"Guangxi",7.33783783771429
"894",1014,"Guizhou",4.50714285714286
"895",1014,"Hunan",2.01714285714286
"896",1015,"Beijing",1.06
"897",1015,"Guangdong",6.990654206
"898",1015,"Guangxi",4.162162162
"899",1015,"Guizhou",5.45
"900",1015,"Hunan",5.11
"901",1016,"Beijing",1.06
"902",1016,"Guangdong",7.070761015
"903",1016,"Guangxi",5.41891891885714
"904",1016,"Guizhou",5.45
"905",1016,"Hunan",5.11
"906",1017,"Beijing",1.06
"907",1017,"Guangdong",7.551401869
"908",1017,"Guangxi",12.95945946
"909",1017,"Guizhou",5.45
"910",1017,"Hunan",5.11
"911",1018,"Beijing",1.06
"912",1018,"Guangdong",7.551401869
"913",1018,"Guangxi",12.95945946
"914",1018,"Guizhou",5.45
"915",1018,"Hunan",5.11
"916",1019,"Beijing",3.05
"917",1019,"Guangdong",6.990654206
"918",1019,"Guangxi",3.972972973
"919",1019,"Guizhou",8.11
"920",1019,"Hunan",6.04
"921",1020,"Beijing",3.05
"922",1020,"Guangdong",6.990654206
"923",1020,"Guangxi",3.972972973
"924",1020,"Guizhou",8.11
"925",1020,"Hunan",6.04
"926",1021,"Beijing",3.05
"927",1021,"Guangdong",7.31108144171429
"928",1021,"Guangxi",7.70270270242857
"929",1021,"Guizhou",8.11
"930",1021,"Hunan",6.04
"931",1022,"Beijing",3.05
"932",1022,"Guangdong",7.364485981
"933",1022,"Guangxi",8.324324324
"934",1022,"Guizhou",8.11
"935",1022,"Hunan",6.04
"936",1023,"Beijing",6.62142857142857
"937",1023,"Guangdong",7.19359145528571
"938",1023,"Guangxi",7.45945945942857
"939",1023,"Guizhou",9.23571428571429
"940",1023,"Hunan",6.05142857142857
"941",1024,"Beijing",9.3
"942",1024,"Guangdong",7.065420561
"943",1024,"Guangxi",6.810810811
"944",1024,"Guizhou",10.08
"945",1024,"Hunan",6.06
"946",1025,"Beijing",9.3
"947",1025,"Guangdong",6.72897196285714
"948",1025,"Guangxi",6.93243243271429
"949",1025,"Guizhou",10.08
"950",1025,"Hunan",6.06
"951",1026,"Beijing",9.3
"952",1026,"Guangdong",6.280373832
"953",1026,"Guangxi",7.094594595
"954",1026,"Guizhou",10.08
"955",1026,"Hunan",6.06
"956",1027,"Beijing",8.13714285714286
"957",1027,"Guangdong",6.23230974657143
"958",1027,"Guangxi",6.702702703
"959",1027,"Guizhou",9.76285714285714
"960",1027,"Hunan",5.83571428571429
"961",1028,"Beijing",1.16
"962",1028,"Guangdong",5.943925234
"963",1028,"Guangxi",4.351351351
"964",1028,"Guizhou",7.86
"965",1028,"Hunan",4.49
"966",1029,"Beijing",1.16
"967",1029,"Guangdong",5.943925234
"968",1029,"Guangxi",4.351351351
"969",1029,"Guizhou",7.86
"970",1029,"Hunan",4.49
"971",1030,"Beijing",1.16
"972",1030,"Guangdong",5.906542056
"973",1030,"Guangxi",16.83783784
"974",1030,"Guizhou",7.86
"975",1030,"Hunan",4.49
"976",1031,"Beijing",1.16
"977",1031,"Guangdong",5.906542056
"978",1031,"Guangxi",16.83783784
"979",1031,"Guizhou",7.86
"980",1031,"Hunan",4.49
"981",1032,"Beijing",1.16
"982",1032,"Guangdong",5.32977303085714
"983",1032,"Guangxi",5.24324324371429
"984",1032,"Guizhou",4.84285714285714
"985",1032,"Hunan",1.99571428571429
"986",1033,"Beijing",NA
"987",1033,"Guangdong",5.23364486
"988",1033,"Guangxi",3.310810811
"989",1033,"Guizhou",4.34
"990",1033,"Hunan",1.58
"991",1034,"Beijing",NA
"992",1034,"Guangdong",4.85981308428571
"993",1034,"Guangxi",2.83783783814286
"994",1034,"Guizhou",4.34
"995",1034,"Hunan",1.58
"996",1035,"Beijing",NA
"997",1035,"Guangdong",4.710280374
"998",1035,"Guangxi",2.648648649
"999",1035,"Guizhou",4.34
"1000",1035,"Hunan",1.58
"1001",1036,"Beijing",NA
"1002",1036,"Guangdong",4.27770360471429
"1003",1036,"Guangxi",2.44594594628571
"1004",1036,"Guizhou",4.34
"1005",1036,"Hunan",1.58
"1006",1037,"Beijing",NA
"1007",1037,"Guangdong",3.700934579
"1008",1037,"Guangxi",2.175675676
"1009",1037,"Guizhou",NA
"1010",1037,"Hunan",NA
"1011",1038,"Beijing",NA
"1012",1038,"Guangdong",3.41255006642857
"1013",1038,"Guangxi",2.14864864885714
"1014",1038,"Guizhou",NA
"1015",1038,"Hunan",NA
"1016",1039,"Beijing",NA
"1017",1039,"Guangdong",2.691588785
"1018",1039,"Guangxi",2.081081081
"1019",1039,"Guizhou",NA
"1020",1039,"Hunan",NA
"1021",1040,"Beijing",NA
"1022",1040,"Guangdong",2.691588785
"1023",1040,"Guangxi",2.081081081
"1024",1040,"Guizhou",NA
"1025",1040,"Hunan",NA
"1026",1041,"Beijing",NA
"1027",1041,"Guangdong",NA
"1028",1041,"Guangxi",NA
"1029",1041,"Guizhou",NA
"1030",1041,"Hunan",NA
"1031",1042,"Beijing",NA
"1032",1042,"Guangdong",NA
"1033",1042,"Guangxi",NA
"1034",1042,"Guizhou",NA
"1035",1042,"Hunan",NA
"1036",1043,"Beijing",NA
"1037",1043,"Guangdong",NA
"1038",1043,"Guangxi",NA
"1039",1043,"Guizhou",NA
"1040",1043,"Hunan",NA
"1041",1044,"Beijing",NA
"1042",1044,"Guangdong",NA
"1043",1044,"Guangxi",NA
"1044",1044,"Guizhou",NA
"1045",1044,"Hunan",NA
"1046",1045,"Beijing",NA
"1047",1045,"Guangdong",NA
"1048",1045,"Guangxi",NA
"1049",1045,"Guizhou",NA
"1050",1045,"Hunan",NA
